Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
3.3153677,0.011952,-0.322458,1.015913,1.065928,17.621162,272.122711
3.3177478,0.011952,-0.338800,1.016400,1.071446,18.445621,272.020416
3.3201282,0.012683,-0.348557,1.014450,1.072735,18.973951,272.083923
3.3225088,0.013660,-0.359533,1.017620,1.079352,19.471722,272.175812
3.3248584,0.016343,-0.366119,1.018108,1.082060,19.797125,272.555878
3.3272388,0.017807,-0.366606,1.021035,1.085002,19.772306,272.780762
3.3296192,0.017807,-0.365387,1.019816,1.083443,19.733513,272.790009
3.3319995,0.017562,-0.360509,1.015913,1.078126,19.559240,272.789001
3.3343799,0.016099,-0.350751,1.017620,1.076492,19.036547,272.627899
3.3367603,0.012440,-0.339288,1.017133,1.072301,18.458851,272.099854
3.3391101,0.011221,-0.325872,1.018352,1.069280,17.754503,271.972107
3.3414905,0.010488,-0.307579,1.017133,1.062673,16.834444,271.953003
3.3438709,0.010244,-0.286358,1.017864,1.057427,15.722567,272.048798
3.3462512,0.011464,-0.264893,1.013474,1.047583,14.660894,272.477997
3.3486316,0.008538,-0.242697,1.012498,1.041214,13.487592,272.014771
3.3509815,0.005122,-0.217574,1.014205,1.037293,12.111213,271.348572
3.3533618,0.005855,-0.190256,1.012011,1.029756,10.652110,271.762573
3.3557422,0.004391,-0.163425,1.012986,1.026093,9.167783,271.539093
3.3581226,0.004635,-0.133179,1.012986,1.021714,7.494309,271.993317
3.3605030,0.006586,-0.102932,1.009083,1.014341,5.836167,273.660858
3.3628833,0.002439,-0.074395,1.011522,1.014257,4.208637,271.877686
3.3652334,0.004635,-0.041953,1.012255,1.013135,2.387779,276.304749
3.3676136,0.002683,-0.005610,1.012255,1.012274,0.351659,295.558838
3.3699939,-0.001219,0.024635,1.011522,1.011823,1.396757,92.833900
3.3723745,0.000244,0.055613,1.010059,1.011589,3.151570,89.748405
3.3747547,-0.001219,0.091225,1.010059,1.014171,5.161182,90.765862
3.3771045,-0.003903,0.123178,1.008595,1.016096,6.966382,91.814667
3.3794849,-0.007317,0.156106,1.010059,1.022077,8.795177,92.683510
3.3818653,-0.009025,0.186596,1.010547,1.027670,10.473675,92.768921
3.3842456,-0.011464,0.212208,1.011034,1.033128,11.870626,93.092133
3.3866260,-0.011952,0.242941,1.010303,1.039171,13.536614,92.816498
3.3890066,-0.014635,0.269284,1.010303,1.045677,14.945570,93.110855
3.3913562,-0.012440,0.290749,1.006889,1.048101,16.120583,92.450035
3.3937366,-0.015855,0.310018,1.008839,1.055518,17.103296,92.927597
3.3961170,-0.017562,0.326605,1.010059,1.061696,17.942970,93.077972
3.3984973,-0.017074,0.344166,1.007376,1.064682,18.884089,92.840103
3.4008777,-0.016343,0.357337,1.008839,1.070380,19.523312,92.618614
3.4032581,-0.013171,0.366606,1.009572,1.074155,19.969343,92.057632
3.4056079,-0.013904,0.373924,1.009572,1.076684,20.336472,92.129509
3.4079883,-0.013904,0.378802,1.008595,1.077473,20.597574,92.102112
3.4103687,-0.013904,0.379291,1.006400,1.075591,20.663048,92.099403
3.4127491,-0.013416,0.377338,1.007620,1.076040,20.542063,92.036194
3.4151294,-0.014879,0.373193,1.010791,1.077587,20.279379,92.283180
3.4174793,-0.011708,0.365631,1.010791,1.074952,19.895836,91.834023
3.4198596,-0.010977,0.354898,1.011034,1.071570,19.350922,91.771545
3.4222403,-0.011221,0.342215,1.009815,1.066284,18.730316,91.877998
3.4246204,-0.011464,0.324897,1.007864,1.058999,17.877773,92.020760
3.4270008,-0.012440,0.306848,1.009083,1.054779,16.926861,92.321640
3.4293811,-0.011464,0.287333,1.012742,1.052776,15.851570,92.284676
3.4317310,-0.012440,0.265626,1.010059,1.044476,14.749525,92.681435
3.4341114,-0.008049,0.241722,1.009815,1.038374,13.468940,91.907249
3.4364917,-0.007317,0.217574,1.009328,1.032538,12.171372,91.926064
3.4388723,-0.005366,0.187573,1.011278,1.028541,10.512061,91.638718
3.4412525,-0.005122,0.160497,1.009572,1.022263,9.037551,91.827888
3.4436023,-0.003903,0.130252,1.009572,1.017947,7.354794,91.716171
3.4459827,-0.002927,0.095860,1.013230,1.017759,5.407040,91.749130
3.4483631,-0.000731,0.061710,1.010059,1.011942,3.496424,90.678726
3.4507434,-0.000244,0.030245,1.011278,1.011730,1.713036,90.462601
3.4531238,0.004147,-0.002439,1.008595,1.008606,0.272681,329.538208
3.4555042,0.002683,-0.034392,1.010791,1.011380,1.954746,274.460907
3.4578540,0.007805,-0.067565,1.012255,1.014537,3.843946,276.589661
3.4602344,0.005366,-0.097810,1.011767,1.016497,5.530027,273.140320
3.4626148,0.006586,-0.128788,1.013961,1.022129,7.248006,272.927307
3.4649951,0.009513,-0.155619,1.013474,1.025397,8.745656,273.498138
3.4673755,0.010244,-0.182206,1.013474,1.029774,10.207736,273.217926
3.4697559,0.007805,-0.205622,1.011767,1.032479,11.495844,272.173828
3.4721057,0.009025,-0.228306,1.013474,1.038911,12.704764,272.263641
3.4744861,0.007805,-0.249039,1.016158,1.046259,13.777068,271.795135
3.4768665,0.006097,-0.264893,1.015913,1.049898,14.617843,271.318604
3.4792469,0.006097,-0.283187,1.017133,1.055837,15.561505,271.233459
3.4816272,0.006586,-0.299285,1.014450,1.057697,16.441000,271.260590
3.4839771,0.006586,-0.309043,1.016889,1.062833,16.908165,271.220795
3.4863575,0.009757,-0.321970,1.015425,1.065292,17.600290,271.735809
3.4887381,0.010977,-0.328800,1.017133,1.069013,17.923361,271.912048
3.4911182,0.010244,-0.335141,1.016644,1.070509,18.252970,271.750793
3.4934986,0.015123,-0.338313,1.019328,1.074110,18.378012,272.559570
3.4958792,0.014879,-0.337337,1.018596,1.073106,18.340399,272.525574
3.4982288,0.014635,-0.331483,1.016889,1.069653,18.071251,272.527985
3.5006092,0.017807,-0.325141,1.016400,1.067288,17.764120,273.134705
3.5029895,0.016099,-0.315384,1.017864,1.065727,17.236635,272.922119
3.5053699,0.018782,-0.302457,1.016158,1.060382,16.605686,273.553375
3.5077503,0.016830,-0.286602,1.013961,1.053822,15.809093,273.360657
3.5101001,0.012196,-0.266601,1.015913,1.050383,14.719005,272.619263
3.5124805,0.013416,-0.244648,1.014205,1.043382,13.581480,273.138763
3.5148609,0.010244,-0.219038,1.015913,1.039309,12.179987,272.677704
3.5172412,0.009269,-0.195134,1.015181,1.033806,10.892438,272.719482
3.5196216,0.006097,-0.167327,1.012742,1.026490,9.387870,272.086884
3.5220020,0.002927,-0.142691,1.011278,1.021299,8.033042,271.175262
3.5243518,0.001708,-0.112445,1.010547,1.016785,6.350021,270.870178
3.5267322,-0.001219,-0.082444,1.011522,1.014877,4.660141,269.152588
3.5291126,-0.003172,-0.052686,1.011278,1.012655,2.987603,266.555115
3.5314929,-0.003414,-0.021465,1.012498,1.012731,1.229874,260.962372
3.5338733,-0.003903,0.008780,1.012255,1.012300,0.543567,113.963432
3.5362232,-0.003658,0.037806,1.011767,1.012479,2.149858,95.527084
3.5386038,-0.003414,0.067076,1.010547,1.012776,3.802409,92.913826
3.5409839,-0.003903,0.096591,1.009083,1.013703,5.472174,92.313675
3.5433643,-0.004147,0.125130,1.010059,1.017788,7.065886,91.898079
3.5457449,-0.006830,0.151473,1.009815,1.021135,8.539321,92.581718
3.5481250,-0.005610,0.180743,1.009572,1.025639,10.154896,91.777946
3.5504749,-0.007805,0.206597,1.008595,1.029567,11.584187,92.163582
3.5528553,-0.009269,0.229282,1.007620,1.033418,12.829352,92.314949
3.5552356,-0.010488,0.254405,1.010059,1.041657,14.148636,92.360779
3.5576160,-0.010000,0.273187,1.010547,1.046870,15.137158,92.096352
3.5599964,-0.011952,0.290993,1.011278,1.052380,16.065895,92.351982
3.5623770,-0.012683,0.309287,1.011767,1.058060,17.011309,92.348228
3.5647266,-0.013904,0.324409,1.007376,1.058414,17.865644,92.454170
3.5671070,-0.016343,0.338800,1.007864,1.063411,18.600508,92.761681
3.5694873,-0.017318,0.348557,1.011278,1.069801,19.039280,92.844421
3.5718677,-0.018049,0.353192,1.010791,1.070873,19.283775,92.925453
3.5742481,-0.018782,0.357095,1.011522,1.072868,19.469263,93.010773
3.5765979,-0.015610,0.356118,1.008108,1.069273,19.473217,92.509933
3.5789783,-0.019269,0.354167,1.009572,1.070066,19.357815,93.114143
3.5813587,-0.016099,0.349045,1.008839,1.067637,19.103758,92.640732
3.5837390,-0.014147,0.339532,1.009083,1.064768,18.611874,92.385857
3.5861194,-0.014391,0.330994,1.008839,1.061848,18.180399,92.489517
3.5884998,-0.009757,0.314165,1.010547,1.058300,17.277559,91.778900
3.5908496,-0.007074,0.300018,1.008108,1.051828,16.577606,91.350723
3.5932300,-0.006586,0.277334,1.008108,1.045581,15.385845,91.360321
3.5956104,-0.003172,0.258796,1.011278,1.043872,14.355507,90.702118
3.5979908,-0.003903,0.238062,1.010059,1.037741,13.263806,90.939171
3.6003711,-0.003172,0.215379,1.010059,1.032771,12.038418,90.843636
3.6027515,-0.002927,0.189035,1.008839,1.026401,10.614168,90.887192
3.6051013,-0.003414,0.164888,1.010547,1.023916,9.269064,91.186195
3.6074817,-0.002439,0.136593,1.009572,1.018773,7.706425,91.022926
3.6098621,0.000244,0.111958,1.009815,1.016002,6.326542,89.875031
3.6122427,-0.000244,0.080005,1.010303,1.013466,4.527791,90.174889
3.6146228,-0.003172,0.051955,1.011522,1.012861,2.945768,93.493240
3.6169727,-0.000975,0.020977,1.013230,1.013448,1.187291,92.661919
3.6193531,-0.001464,-0.007805,1.012986,1.013017,0.448934,259.378967
3.6217334,-0.002439,-0.036100,1.011522,1.012169,2.048704,266.134979
3.6241138,-0.001464,-0.066345,1.013961,1.016131,3.744497,268.736176
3.6264942,0.000975,-0.093421,1.014450,1.018743,5.261832,270.598114
3.6288745,0.003172,-0.125861,1.013230,1.021022,7.083050,271.443481
3.6312244,0.004878,-0.151717,1.016158,1.027433,8.496112,271.841492
3.6336048,0.005366,-0.175377,1.014694,1.029752,9.810431,271.752625
3.6359851,0.006341,-0.202206,1.015425,1.035382,11.267640,271.796295
3.6383655,0.008294,-0.220745,1.013961,1.037745,12.290372,272.151642
3.6407459,0.010977,-0.241966,1.013961,1.042490,13.435042,272.597412
3.6430957,0.010244,-0.259771,1.014450,1.047232,14.373857,272.258301
3.6454761,0.009513,-0.275870,1.015913,1.052746,15.200836,271.974976
3.6478565,0.011464,-0.288553,1.016158,1.056395,15.864555,272.275024
3.6502368,0.011221,-0.298066,1.016400,1.059263,16.355074,272.155914
3.6526172,0.009025,-0.304165,1.015181,1.059806,16.686005,271.699463
3.6549976,0.008294,-0.310262,1.013961,1.060400,17.019314,271.531189
3.6573474,0.009757,-0.312945,1.015913,1.063066,17.128918,271.785828
3.6597278,0.010244,-0.309287,1.016889,1.062933,16.925898,271.897034
3.6621084,0.010000,-0.306604,1.018841,1.064022,16.756737,271.868042
3.6644886,0.011464,-0.301482,1.015181,1.059063,16.551311,272.177551
3.6668689,0.010488,-0.295627,1.014938,1.057168,16.249241,272.031891
3.6692188,0.011708,-0.284406,1.015425,1.054567,15.659404,272.357269
3.6715991,0.013416,-0.270504,1.014205,1.049745,14.951541,272.839264
3.6739795,0.012440,-0.254649,1.013961,1.045523,14.113988,272.796844
3.6763599,0.017562,-0.237575,1.016644,1.044182,13.187799,274.227814
3.6787403,0.014879,-0.219769,1.015181,1.038803,12.242132,273.873260
3.6811206,0.011464,-0.200500,1.012986,1.032701,11.213645,273.272308
3.6834705,0.010732,-0.176840,1.009815,1.025238,9.950918,273.473022
3.6858509,0.010000,-0.151959,1.011767,1.023163,8.559720,273.764984
3.6882312,0.007561,-0.125617,1.012742,1.020531,7.083299,273.444519
3.6906116,0.005122,-0.098543,1.011522,1.016324,5.571688,272.975433
3.6929920,0.005122,-0.068784,1.010059,1.012411,3.906554,274.258667
3.6953418,0.000731,-0.037564,1.011767,1.012464,2.126517,271.114929
3.6977222,-0.003414,-0.011464,1.011278,1.011349,0.677531,253.414948
3.7001026,-0.005366,0.016830,1.011767,1.011921,1.000147,107.685089
3.7024829,-0.006586,0.048539,1.012255,1.013439,2.770363,97.726654
3.7048633,-0.009025,0.077809,1.010303,1.013335,4.433366,96.615852
3.7072437,-0.009025,0.105129,1.012498,1.017981,5.949463,94.906448
3.7095935,-0.013660,0.132202,1.009815,1.018523,7.497844,95.899147
3.7119741,-0.012927,0.158545,1.011278,1.023713,8.939252,94.661377
3.7143543,-0.011464,0.183182,1.011522,1.028039,10.284399,93.580910
3.7167346,-0.010977,0.203914,1.011767,1.032169,11.410971,93.081253
3.7191150,-0.013904,0.227087,1.010547,1.035841,12.687874,93.503716
3.7214954,-0.011464,0.246111,1.009083,1.038726,13.720899,92.666832
3.7238452,-0.013416,0.265382,1.012011,1.046314,14.711879,92.893959
3.7262256,-0.010488,0.279772,1.008839,1.046967,15.510172,92.146935
3.7286060,-0.010977,0.292944,1.009328,1.051037,16.195429,92.145882
3.7309864,-0.010977,0.305871,1.011522,1.056814,16.834845,92.055267
3.7333667,-0.010244,0.315628,1.009328,1.057577,17.373671,91.858948
3.7357166,-0.012196,0.326361,1.009328,1.060850,17.930052,92.140152
3.7380970,-0.010732,0.330994,1.009815,1.062731,18.156885,91.857162
3.7404773,-0.010244,0.330508,1.008839,1.061648,18.147533,91.775314
3.7428577,-0.013660,0.330752,1.011034,1.063848,18.129532,92.364929
3.7452381,-0.014635,0.330019,1.009815,1.062474,18.114611,92.539177
3.7476184,-0.012196,0.325628,1.008108,1.059464,17.912683,92.144966
3.7499683,-0.011952,0.317336,1.010303,1.059036,17.449121,92.156929
3.7523487,-0.011708,0.306359,1.006156,1.051829,16.946356,92.188530
3.7547290,-0.011952,0.292455,1.010303,1.051848,16.157084,92.340233
3.7571094,-0.010244,0.278553,1.010303,1.048050,15.424118,92.106163
3.7594898,-0.009513,0.258063,1.010303,1.042784,14.338087,92.111145
3.7618701,-0.007317,0.238550,1.009572,1.037398,13.300537,91.756813
3.7642200,-0.005855,0.217574,1.010547,1.033720,12.154758,91.541389
3.7666004,-0.003658,0.194158,1.007620,1.026162,10.908565,91.079453
3.7689807,-0.002927,0.169035,1.011034,1.025071,9.492891,90.992142
3.7713611,-0.001464,0.142448,1.010547,1.020539,8.024043,90.588699
3.7737415,0.000731,0.118544,1.011767,1.018688,6.682723,89.646667
3.7760913,-0.001464,0.089274,1.012255,1.016185,5.040728,90.939293
3.7784719,0.002927,0.060248,1.010791,1.012589,3.415066,87.218315
3.7808521,0.001952,0.032197,1.011767,1.012281,1.825956,86.530518
3.7832325,0.005122,0.005366,1.013474,1.013502,0.419648,46.333801
3.7856131,0.001219,-0.021709,1.013474,1.013708,1.228919,273.215057
3.7879932,0.001464,-0.047319,1.013717,1.014822,2.673788,271.771698
3.7903430,0.001952,-0.074395,1.015669,1.018392,4.190729,271.503052
3.7927234,0.003903,-0.099762,1.015425,1.020321,5.615415,272.240204
3.7951038,0.002195,-0.124397,1.016158,1.023746,6.980418,271.010742
3.7974842,0.002683,-0.147570,1.016158,1.026820,8.264270,271.041626
3.7998645,0.002927,-0.169766,1.015425,1.029523,9.492725,270.987854
3.8022144,0.000000,-0.192937,1.015425,1.033592,10.758319,270.000000
3.8045948,0.001708,-0.208061,1.015181,1.036284,11.582724,270.470306
3.8069751,0.005366,-0.229037,1.016889,1.042377,12.696486,271.342163
3.8093555,0.007074,-0.244892,1.014694,1.043851,13.574060,271.654633
3.8117359,0.006097,-0.259283,1.015181,1.047786,14.331148,271.347107
3.8141162,0.010244,-0.270992,1.015669,1.051250,14.949369,272.164886
3.8164661,0.011464,-0.280261,1.017377,1.055336,15.413765,272.342255
3.8188465,0.010488,-0.288066,1.015669,1.055782,15.844466,272.085175
3.8212268,0.014391,-0.294896,1.016400,1.058414,16.197681,272.793793
3.8236072,0.014147,-0.295383,1.014205,1.056439,16.255610,272.741943
3.8259876,0.013660,-0.292700,1.015669,1.057092,16.092726,272.671967
3.8283377,0.017074,-0.288066,1.015425,1.055633,15.864517,273.391998
3.8307178,0.014879,-0.280992,1.016158,1.054397,15.478021,273.031128
3.8330982,0.013416,-0.272211,1.014450,1.050422,15.037984,272.821472
3.8354783,0.010488,-0.261723,1.014938,1.048193,14.471003,272.294830
3.8378589,0.011708,-0.247819,1.014450,1.044346,13.742595,272.704803
3.8402393,0.012440,-0.231234,1.013717,1.039830,12.867562,273.079529
3.8425891,0.010244,-0.211232,1.015181,1.036974,11.767434,272.776489
3.8449695,0.006830,-0.191231,1.012986,1.030901,10.697133,272.045471
3.8473499,0.006097,-0.167814,1.012498,1.026329,9.416906,272.080841
3.8497303,0.003658,-0.148545,1.012498,1.023343,8.348920,271.410797
3.8521106,0.006341,-0.123910,1.013230,1.020798,6.981261,272.929718
3.8544910,0.007317,-0.102201,1.011034,1.016213,5.786891,274.094910
3.8568408,0.003903,-0.080736,1.012498,1.015719,4.564457,272.767365
3.8592212,0.000244,-0.049516,1.012742,1.013952,2.799253,270.282562
3.8616016,0.000731,-0.026343,1.011278,1.011621,1.492790,271.589630
3.8639820,0.000488,0.000731,1.010303,1.010303,0.048457,56.253704
3.8663623,-0.003414,0.025368,1.011767,1.012090,1.449019,97.665276
3.8687122,-0.003172,0.052930,1.012742,1.014129,2.997220,93.429031
3.8710926,-0.003658,0.080980,1.010303,1.013550,4.587316,92.586639
3.8734729,-0.004635,0.107323,1.009815,1.015512,6.072249,92.473015
3.8758533,-0.007317,0.133422,1.010303,1.019101,7.534187,93.138916
3.8782337,-0.009757,0.157326,1.011767,1.023972,8.855167,93.548897
3.8806140,-0.010732,0.181230,1.011278,1.027445,10.177476,93.389122
3.8829639,-0.011221,0.204647,1.012011,1.032556,11.448780,93.138412
3.8853440,-0.010732,0.221965,1.010791,1.034931,12.399297,92.768219
3.8877246,-0.011708,0.242941,1.011034,1.039878,13.526544,92.759041
3.8901050,-0.016099,0.260015,1.010303,1.043350,14.459107,93.542915
3.8924854,-0.014879,0.271723,1.010791,1.046783,15.068175,93.134323
3.8948352,-0.013904,0.285139,1.010547,1.050097,15.774872,92.791664
3.8972156,-0.013171,0.294652,1.010791,1.052945,16.267099,92.559509
3.8995960,-0.011952,0.301724,1.012011,1.056100,16.613895,92.268425
3.9019763,-0.012440,0.306848,1.007864,1.053613,16.946180,92.321640
3.9043567,-0.012196,0.311970,1.009083,1.056278,17.191954,92.238777
3.9067371,-0.010000,0.313434,1.007131,1.054824,17.295155,91.827362
3.9090869,-0.010244,0.310018,1.008839,1.055449,17.091053,91.892563
3.9114673,-0.010488,0.306115,1.006644,1.052212,16.923588,91.962334
3.9138477,-0.006830,0.298799,1.007864,1.051245,16.517435,91.309433
3.9162281,-0.010244,0.290017,1.009328,1.050218,16.040762,92.022980
3.9186084,-0.006830,0.279041,1.011522,1.049327,15.426609,91.402107
3.9209583,-0.006586,0.263918,1.008351,1.042338,14.671523,91.429436
3.9233387,-0.007317,0.250014,1.009572,1.040094,13.914835,91.676308
3.9257190,-0.009269,0.233184,1.012011,1.038570,12.985342,92.276245
3.9280994,-0.006586,0.214647,1.010059,1.032635,12.002884,91.757378
3.9304798,-0.007317,0.194645,1.008839,1.027471,10.927947,92.152748
3.9328601,-0.005122,0.172693,1.012498,1.027132,9.683488,91.698875
3.9352100,-0.004878,0.150009,1.010547,1.021632,8.447920,91.862427
3.9375904,-0.005366,0.126349,1.010547,1.018429,7.133087,92.431976
3.9399707,-0.004147,0.100982,1.012742,1.017772,5.698976,92.351509
3.9423511,-0.004147,0.075126,1.014205,1.016993,4.242840,93.159393
3.9447315,0.000000,0.047319,1.014205,1.015309,2.671298,90.000000
3.9471118,0.001708,0.020490,1.010791,1.011000,1.165333,85.235275
3.9494617,0.003414,-0.004391,1.012498,1.012513,0.314658,307.866547
3.9518423,0.002439,-0.029759,1.010791,1.011232,1.692117,274.685303
3.9542224,0.004635,-0.058052,1.014450,1.016120,3.285570,274.565125
3.9566028,0.002439,-0.082444,1.013961,1.017311,4.650506,271.694458
3.9589829,0.007561,-0.107812,1.012011,1.017765,6.095739,274.011658
3.9613330,0.008294,-0.131227,1.016158,1.024629,7.373019,273.616302
3.9637134,0.006830,-0.153179,1.013717,1.025248,8.601128,272.553009
3.9660938,0.006341,-0.172449,1.013230,1.027820,9.665442,272.105988
3.9684741,0.005122,-0.189523,1.015181,1.032733,10.578529,271.548096
3.9708545,0.003903,-0.206841,1.017377,1.038198,11.494079,271.080902
3.9732349,0.003658,-0.222940,1.014694,1.038903,12.393268,270.940125
3.9755847,0.006341,-0.235136,1.014938,1.041839,13.048462,271.544861
3.9779651,0.007317,-0.246111,1.015425,1.044850,13.630012,271.702881
3.9803455,0.007317,-0.255380,1.014694,1.046363,14.132476,271.641113
3.9827259,0.006341,-0.262698,1.012255,1.045806,14.552407,271.382843
3.9851062,0.006586,-0.269040,1.015669,1.050719,14.840559,271.402222
3.9874561,0.009025,-0.270015,1.015425,1.050751,14.899074,271.914276
3.9898365,0.010244,-0.270992,1.015913,1.051485,14.945914,272.164886
3.9922168,0.013904,-0.270259,1.015181,1.050631,14.926251,272.945099
3.9945972,0.015366,-0.267576,1.017864,1.052559,14.751913,273.286713
3.9969776,0.015610,-0.260504,1.015181,1.048188,14.416784,273.429260
3.9993579,0.017074,-0.251966,1.015425,1.046359,13.966533,273.876617
4.0017080,0.014635,-0.240745,1.017377,1.045576,13.336886,273.478760
4.0040884,0.012196,-0.224648,1.014205,1.038859,12.507240,273.107544
4.0064683,0.012683,-0.210988,1.014938,1.036714,11.764169,273.440033
4.0088487,0.012440,-0.191718,1.013717,1.031762,10.731502,273.712646
